Available,,Full-Product-Name,Brand,Category,Product,Formula,Cost,Max,"General
Export",Export-Price,Export-Price (Old Price),Negotiation,Thai Market,ราคาลดต่ำสุด,Condition,"Accu
Discount",HS-Code,Thai-Description,NW,CTN-GW,Carton-Dimension,CTN-Width,CTN-Length,CTN-Height,CBM,CTN-Quantity,Maximum-20ft (CTN),Maximum-40ft (CTN),Service-Remarks-1,Service-Remarks-2,Service-Remarks-3,Website-Link,Product-Image,Com-1,Com-2,Com-3,**Old-Price,Thuong Tin,Anna Trading,Namwhan,Humphrey,Memi,Auday,GMG,Ilyas,May Export,Noor,Bopha,Adam&Aud,Muhiadin Ali,Sabaya,Joseph Blasko,Wichai (China),John Larsen,Gena
Yes,SPFS-1000-01,Carebeau Fantasy Beauty Shampoo (1000g) - Lemon & Green Tea,Fantasy,Hair Shampoo,Carebeau Fantasy Beauty Shampoo (1000g),Lemon & Green Tea,,,39.00,41.00,38.00,36.00,39.00,37.05,"รายการสั่งซื้อในบิลเดียว
(รวมแชมพูครีมนวดได่)
1.ซื้อ 6 โหล ลดท้ายบิล 3%
2.ซื้อ 12 โหล ลดท้ายบิล 5%
พิเศษ ลดเพิ่ม ซื้อในบิลเดียว
1.ซื้อ 18 โหลลด5% ลดท้ายเพิ่มอีก 3%
2.ซื้อ 24 โหลลด5% ลดท้ายเพิ่มอีก 5%",9.75,3305.90.00,แชมพู,1.00,13.770,31.5x40.3x23.8,31.50,40.30,23.80,0.030,12,"1,092","1,888",,,,https://www.carebeau-enjoy.com/menu-items/carebeau-fantasy-beauty-shampoo,https://lh3.googleusercontent.com/d/1CZLNxmOSEFSMDlFYYyKCOfW6Q5FJBpPb,36.36,36.73,37.11,38.00,37.50,37.50,38.00,,41.00,,37.50,,44.00,,38.00,38.00,,,,,,
Yes,SPFS-1000-04,Carebeau Fantasy Beauty Shampoo (1000g) - Cooling,Fantasy,Hair Shampoo,Carebeau Fantasy Beauty Shampoo (1000g),Cooling,,,39.00,41.00,38.00,36.00,39.00,37.05,"รายการสั่งซื้อในบิลเดียว
(รวมแชมพูครีมนวดได่)
1.ซื้อ 6 โหล ลดท้ายบิล 3%
2.ซื้อ 12 โหล ลดท้ายบิล 5%
พิเศษ ลดเพิ่ม ซื้อในบิลเดียว
1.ซื้อ 18 โหลลด5% ลดท้ายเพิ่มอีก 3%
2.ซื้อ 24 โหลลด5% ลดท้ายเพิ่มอีก 5%",9.75,3305.90.00,แชมพู,1.00,13.770,31.5x40.3x23.8,31.50,40.30,23.80,0.030,12,"1,092","1,888",,,,https://www.carebeau-enjoy.com/menu-items/carebeau-fantasy-beauty-shampoo,https://lh3.googleusercontent.com/d/174_DA5KcLntmJiVHV2MXZzcLf9CeBfPo,36.36,36.73,37.11,38.00,37.50,37.50,38.00,,41.00,,37.50,,44.00,,38.00,38.00,,,,,,
Yes,CDFS-1000-04,Carebeau Fantasy Beauty Conditioner (1000ml) - Sakura,Fantasy,Hair Conditioner,Carebeau Fantasy Beauty Conditioner (1000ml),Sakura,,,44.00,47.00,44.00,42.00,44.00,41.80,"รายการสั่งซื้อในบิลเดียว
(รวมแชมพูครีมนวดได่)
1.ซื้อ 6 โหล ลดท้ายบิล 3%
2.ซื้อ 12 โหล ลดท้ายบิล 5%
พิเศษ ลดเพิ่ม ซื้อในบิลเดียว
1.ซื้อ 18 โหลลด5% ลดท้ายเพิ่มอีก 3%
2.ซื้อ 24 โหลลด5% ลดท้ายเพิ่มอีก 5%",9.75,3305.90.00,ครีมนวดผม,1.00,13.770,31.5x40.3x23.8,31.50,40.30,23.80,0.030,12,"1,092","1,888",,,,https://www.carebeau-enjoy.com/menu-items/carebeau-fantasy-beauty-conditioner,https://lh3.googleusercontent.com/d/1--AiN2RcgJ0MggPxdOBfraPHMcQ-ZSYB,42.42,42.86,43.30,44.00,43.50,43.50,44.00,,47.00,,43.50,,50.00,,44.00,44.00,,,,,,
Yes,CDFS-1000-02,Carebeau Fantasy Beauty Conditioner (1000ml) - Coconut,Fantasy,Hair Conditioner,Carebeau Fantasy Beauty Conditioner (1000ml),Coconut,,,44.00,47.00,44.00,42.00,44.00,41.80,"รายการสั่งซื้อในบิลเดียว
(รวมแชมพูครีมนวดได่)
1.ซื้อ 6 โหล ลดท้ายบิล 3%
2.ซื้อ 12 โหล ลดท้ายบิล 5%
พิเศษ ลดเพิ่ม ซื้อในบิลเดียว
1.ซื้อ 18 โหลลด5% ลดท้ายเพิ่มอีก 3%
2.ซื้อ 24 โหลลด5% ลดท้ายเพิ่มอีก 5%",9.75,3305.90.00,ครีมนวดผม,1.00,13.770,31.5x40.3x23.8,31.50,40.30,23.80,0.030,12,"1,092","1,888",,,,https://www.carebeau-enjoy.com/menu-items/carebeau-fantasy-beauty-conditioner,https://lh3.googleusercontent.com/d/1W40YGoPq1XByFFSEcRHzppD0QQdtccYm,42.42,42.86,43.30,44.00,43.50,43.50,44.00,,47.00,,43.50,,50.00,,44.00,44.00,,,,,,
Yes,CDFS-1000-01,Carebeau Fantasy Beauty Conditioner (1000ml) - Lemon & Green Tea,Fantasy,Hair Conditioner,Carebeau Fantasy Beauty Conditioner (1000ml),Lemon & Green Tea,,,44.00,47.00,44.00,42.00,44.00,41.80,"รายการสั่งซื้อในบิลเดียว
(รวมแชมพูครีมนวดได่)
1.ซื้อ 6 โหล ลดท้ายบิล 3%
2.ซื้อ 12 โหล ลดท้ายบิล 5%
พิเศษ ลดเพิ่ม ซื้อในบิลเดียว
1.ซื้อ 18 โหลลด5% ลดท้ายเพิ่มอีก 3%
2.ซื้อ 24 โหลลด5% ลดท้ายเพิ่มอีก 5%",9.75,3305.90.00,ครีมนวดผม,1.00,13.770,31.5x40.3x23.8,31.50,40.30,23.80,0.030,12,"1,092","1,888",,,,https://www.carebeau-enjoy.com/menu-items/carebeau-fantasy-beauty-conditioner,https://lh3.googleusercontent.com/d/1LacWpj575adagdJb2pCoZVNvVvkVU82k,42.42,42.86,43.30,44.00,43.50,43.50,44.00,,47.00,,43.50,,50.00,,44.00,44.00,,,,,,
Yes,CDFS-1000-03,Carebeau Fantasy Beauty Conditioner (1000ml) - Cooling,Fantasy,Hair Conditioner,Carebeau Fantasy Beauty Conditioner (1000ml),Cooling,,,44.00,47.00,44.00,42.00,44.00,41.80,"รายการสั่งซื้อในบิลเดียว
(รวมแชมพูครีมนวดได่)
1.ซื้อ 6 โหล ลดท้ายบิล 3%
2.ซื้อ 12 โหล ลดท้ายบิล 5%
พิเศษ ลดเพิ่ม ซื้อในบิลเดียว
1.ซื้อ 18 โหลลด5% ลดท้ายเพิ่มอีก 3%
2.ซื้อ 24 โหลลด5% ลดท้ายเพิ่มอีก 5%",9.75,3305.90.00,ครีมนวดผม,1.00,13.770,31.5x40.3x23.8,31.50,40.30,23.80,0.030,12,"1,092","1,888",,,,https://www.carebeau-enjoy.com/menu-items/carebeau-fantasy-beauty-conditioner,https://lh3.googleusercontent.com/d/14NnX5-7L9r88L_jqtFHon3Gx_Onogtit,42.42,42.86,43.30,44.00,43.50,43.50,44.00,,47.00,,43.50,,50.00,,44.00,44.00,,,,,,
Yes,SPFS-2400-01,Carebeau Fantasy Shampoo (2800g) - Sakura,Fantasy,Hair Shampoo,Carebeau Fantasy Shampoo (2800g),Sakura,,,145.00,137.00,137.00,130.00,145.00,130.50,"ซื้อในบิลเดียว
ซื้อ 20 ฤง ลดท้ายบิล 5%
ซื้อ 40 ถุง ลดท้ายบิล 7%
ซื้อ 60 ถุง ลดท้ายบิล 10%
รายการสะสม 3 เดือน
1.สะสม 25,000 บ.ไดรับ 1,000 บ.
2.สะสม 50,000 บ. ได้รับ 2,500 บ.",10.00,3305.90.00,แชมพู,2.80,12.190,30x43.5x30.3,30.00,43.50,30.30,0.038,4,834,"1,517",,,,https://www.carebeau-enjoy.com/menu-items/hair-care-carebeau-fantasy-shampoo,https://lh3.googleusercontent.com/d/10_rfQeKQ6Jo6Af3dKOm9za0Y53wGGDjm,131.31,132.65,134.02,137.00,,,,,137.00,,,,,,,137.00,,,,,,
Yes,SPFS-2400-03,Carebeau Fantasy Shampoo (2800g) - Butterfly Pea,Fantasy,Hair Shampoo,Carebeau Fantasy Shampoo (2800g),Butterfly Pea,,,145.00,137.00,137.00,130.00,145.00,130.50,"ซื้อในบิลเดียว
ซื้อ 20 ฤง ลดท้ายบิล 5%
ซื้อ 40 ถุง ลดท้ายบิล 7%
ซื้อ 60 ถุง ลดท้ายบิล 10%
รายการสะสม 3 เดือน
1.สะสม 25,000 บ.ไดรับ 1,000 บ.
2.สะสม 50,000 บ. ได้รับ 2,500 บ.",10.00,3305.90.00,แชมพู,2.80,12.190,30x43.5x30.3,30.00,43.50,30.30,0.038,4,834,"1,517",,,,https://www.carebeau-enjoy.com/menu-items/hair-care-carebeau-fantasy-shampoo,https://lh3.googleusercontent.com/d/10hkLAB77rjbpWCkHpwLE_OTu-51d4NA_,131.31,132.65,134.02,137.00,,,,,137.00,,,,,,,137.00,,,,,,
Yes,SPFS-2400-02,Carebeau Fantasy Shampoo (2800g) - Olive Oil,Fantasy,Hair Shampoo,Carebeau Fantasy Shampoo (2800g),Olive Oil,,,145.00,137.00,137.00,130.00,145.00,130.50,"ซื้อในบิลเดียว
ซื้อ 20 ฤง ลดท้ายบิล 5%
ซื้อ 40 ถุง ลดท้ายบิล 7%
ซื้อ 60 ถุง ลดท้ายบิล 10%
รายการสะสม 3 เดือน
1.สะสม 25,000 บ.ไดรับ 1,000 บ.
2.สะสม 50,000 บ. ได้รับ 2,500 บ.",10.00,3305.90.00,แชมพู,2.80,12.190,30x43.5x30.3,30.00,43.50,30.30,0.038,4,834,"1,517",,,,https://www.carebeau-enjoy.com/menu-items/hair-care-carebeau-fantasy-shampoo,https://lh3.googleusercontent.com/d/10iVn_3gNpIcw6T_VtMqQYjDuoUFpsbgO,131.31,132.65,134.02,137.00,,,,,137.00,,,,,,,137.00,,,,,,
Yes,SPFS-2400-04,Carebeau Fantasy Shampoo (2800g) - Provitamin B5,Fantasy,Hair Shampoo,Carebeau Fantasy Shampoo (2800g),Provitamin B5,,,145.00,137.00,137.00,130.00,145.00,130.50,"ซื้อในบิลเดียว
ซื้อ 20 ฤง ลดท้ายบิล 5%
ซื้อ 40 ถุง ลดท้ายบิล 7%
ซื้อ 60 ถุง ลดท้ายบิล 10%
รายการสะสม 3 เดือน
1.สะสม 25,000 บ.ไดรับ 1,000 บ.
2.สะสม 50,000 บ. ได้รับ 2,500 บ.",10.00,3305.90.00,แชมพู,2.80,12.190,30x43.5x30.3,30.00,43.50,30.30,0.038,4,834,"1,517",,,,https://www.carebeau-enjoy.com/menu-items/hair-care-carebeau-fantasy-shampoo,https://lh3.googleusercontent.com/d/10iX9mHiQxKqQrK7zh3dMoBiRguEPRi0R,131.31,132.65,134.02,137.00,,,,,137.00,,,,,,,137.00,,,,,,
Yes,SPFS-2800-01,Carebeau Fantasy Shampoo (2800g) - Cooling Fresh,Fantasy,Hair Shampoo,Carebeau Fantasy Shampoo (2800g),Cooling Fresh,,,145.00,137.00,137.00,130.00,145.00,130.50,"ซื้อในบิลเดียว
ซื้อ 20 ฤง ลดท้ายบิล 5%
ซื้อ 40 ถุง ลดท้ายบิล 7%
ซื้อ 60 ถุง ลดท้ายบิล 10%
รายการสะสม 3 เดือน
1.สะสม 25,000 บ.ไดรับ 1,000 บ.
2.สะสม 50,000 บ. ได้รับ 2,500 บ.",10.00,3305.90.00,แชมพู,2.80,12.190,30x43.5x30.3,30.00,43.50,30.30,0.038,4,834,"1,517",,,,https://www.carebeau-enjoy.com/menu-items/hair-care-carebeau-fantasy-shampoo,https://lh3.googleusercontent.com/d/11BaR28WYIfLMkPHLERbnlAJxd2iyWtvh,131.31,132.65,134.02,137.00,,,,,137.00,,,,,,,137.00,,,,,,
Yes,SPFS-3000-01,Carebeau Fantasy Beauty Shampoo (3000g) - Sakura,Fantasy,Hair Shampoo,Carebeau Fantasy Beauty Shampoo (3000g),Sakura,,,110.00,109.00,102.00,102.00,110.00,99.00,"1.ซื้อ 6 แกลอน ลดท้ายบิล 5%
2.ซื้อ 18 แกลอน ลดท้ายบิล 10%
(ซื้อรวมกันให้ครบตามจำนวนโหลได้)
ขั้นต่ำต่อสูตร 6 ชิ้นขึ้นไป",10.00,3305.90.00,แชมพู,3.00,19.220,30x33.4x33.5,30.00,33.40,33.50,0.034,6,983,"1,352",,,,https://www.carebeau-enjoy.com/menu-items/carebeau-fantasy-beauty-shampoo,https://lh3.googleusercontent.com/d/1-2EVKxLkWvc6IbhOLqYIUlbE4q1lxksp,103.03,104.08,105.15,103.00,102.50,102.50,102.50,,109.00,,102.50,,115.00,,103.00,102.00,,,,,,
Yes,SPFS-3000-02,Carebeau Fantasy Beauty Shampoo (3000g) - Cooling,Fantasy,Hair Shampoo,Carebeau Fantasy Beauty Shampoo (3000g),Cooling,,,110.00,109.00,102.00,102.00,110.00,99.00,"1.ซื้อ 6 แกลอน ลดท้ายบิล 5%
2.ซื้อ 18 แกลอน ลดท้ายบิล 10%
(ซื้อรวมกันให้ครบตามจำนวนโหลได้)
ขั้นต่ำต่อสูตร 6 ชิ้นขึ้นไป",10.00,3305.90.00,แชมพู,3.00,19.220,30x33.4x33.5,30.00,33.40,33.50,0.034,6,983,"1,352",,,,https://www.carebeau-enjoy.com/menu-items/carebeau-fantasy-beauty-shampoo,https://lh3.googleusercontent.com/d/1-BNmZP2qT5-AUeEg7mdiwbSap2-VoJob,103.03,104.08,105.15,103.00,102.50,102.50,102.50,,109.00,,102.50,,115.00,,103.00,102.00,,,,,,
Yes,SPFS-3000-04,Carebeau Fantasy Beauty Shampoo (3000g) - Coconut,Fantasy,Hair Shampoo,Carebeau Fantasy Beauty Shampoo (3000g),Coconut,,,110.00,109.00,102.00,102.00,110.00,99.00,"1.ซื้อ 6 แกลอน ลดท้ายบิล 5%
2.ซื้อ 18 แกลอน ลดท้ายบิล 10%
(ซื้อรวมกันให้ครบตามจำนวนโหลได้)
ขั้นต่ำต่อสูตร 6 ชิ้นขึ้นไป",10.00,3305.90.00,แชมพู,3.00,19.220,30x33.4x33.5,30.00,33.40,33.50,0.034,6,983,"1,352",,,,https://www.carebeau-enjoy.com/menu-items/carebeau-fantasy-beauty-shampoo,https://lh3.googleusercontent.com/d/1-5kLHPjs2T60FZAKLkq7sNrZ_fh0dZO2,103.03,104.08,105.15,103.00,102.50,102.50,102.50,,109.00,,102.50,,115.00,,103.00,102.00,,,,,,
Yes,CDFS-2800-02,Carebeau Fantasy Beauty Conditioner (2800ml) - Sakura,Fantasy,Hair Conditioner,Carebeau Fantasy Beauty Conditioner (2800ml),Sakura,,,156.00,140.50,140.50,,156.00,,,,3305.90.00,ครีมนวดผม,3.00,19.220,30x40x29.5,30.00,40.00,29.50,0.035,4,932,"1,352",,,,https://www.carebeau-enjoy.com/menu-items/hair-care-carebeau-fantasy-conditioner,https://lh3.googleusercontent.com/d/1FfinbxuaHKKtS7NtXkDNmqDFzkxlUQqb,0.00,0.00,0.00,,,,,,140.50,,,,,,,,,,,,,
Yes,CDFS-2800-01,Carebeau Fantasy Beauty Conditioner (2800ml) - Cooling,Fantasy,Hair Conditioner,Carebeau Fantasy Beauty Conditioner (2800ml),Cooling,,,156.00,140.50,140.50,,156.00,,,,3305.90.00,ครีมนวดผม,3.00,19.220,30x40x29.5,30.00,40.00,29.50,0.035,4,932,"1,352",,,,https://www.carebeau-enjoy.com/menu-items/hair-care-carebeau-fantasy-conditioner,https://lh3.googleusercontent.com/d/1KIOFwqx-hLuITmBmzgKqYPdEcnFLbmg7,0.00,0.00,0.00,,,,,,140.50,,,,,,,,,,,,,
Yes,CDFS-2800-03,Carebeau Fantasy Beauty Conditioner (2800ml) - Provitamin B5,Fantasy,Hair Conditioner,Carebeau Fantasy Beauty Conditioner (2800ml),Provitamin B5,,,156.00,140.50,140.50,,156.00,,,,3305.90.00,ครีมนวดผม,3.00,19.220,30x40x29.5,30.00,40.00,29.50,0.035,4,932,"1,352",,,,https://www.carebeau-enjoy.com/menu-items/hair-care-carebeau-fantasy-conditioner,https://lh3.googleusercontent.com/d/1EhofOTnzWm6xhjJv4_6VyJTITY9TM45a,0.00,0.00,0.00,,,,,,140.50,,,,,,,,,,,,,
Yes,CDFS-3000-01,Carebeau Fantasy Beauty Conditioner (3000ml) - Sakura,Fantasy,Hair Conditioner,Carebeau Fantasy Beauty Conditioner (3000ml),Sakura,,,136.00,126.00,119.00,119.00,136.00,122.40,"1.ซื้อ 6 แกลอน ลดท้ายบิล 5%
2.ซื้อ 18 แกลอน ลดท้ายบิล 10%
(ซื้อรวมกันให้ครบตามจำนวนโหลได้)
ขั้นต่ำต่อสูตร 6 ชิ้นขึ้นไป",10.00,3305.90.00,ครีมนวดผม,3.00,19.220,30x33.4x33.5,30.00,33.40,33.50,0.034,6,983,"1,352",,,,https://www.carebeau-enjoy.com/menu-items/carebeau-fantasy-beauty-conditioner,https://lh3.googleusercontent.com/d/1-Np4Vj8qZYve9n2XhDAWwN_FMKaDpfN3,120.20,121.43,122.68,120.00,119.50,119.50,119.50,,126.00,,119.50,,133.00,,120.00,119.00,,,,,,
Yes,CDFS-3000-02,Carebeau Fantasy Beauty Conditioner (3000ml) - Cooling,Fantasy,Hair Conditioner,Carebeau Fantasy Beauty Conditioner (3000ml),Cooling,,,136.00,126.00,119.00,119.00,136.00,122.40,"1.ซื้อ 6 แกลอน ลดท้ายบิล 5%
2.ซื้อ 18 แกลอน ลดท้ายบิล 10%
(ซื้อรวมกันให้ครบตามจำนวนโหลได้)
ขั้นต่ำต่อสูตร 6 ชิ้นขึ้นไป",10.00,3305.90.00,ครีมนวดผม,3.00,19.220,30x33.4x33.5,30.00,33.40,33.50,0.034,6,983,"1,352",,,,https://www.carebeau-enjoy.com/menu-items/carebeau-fantasy-beauty-conditioner,https://lh3.googleusercontent.com/d/1-In9pqf6e0I-DHEnZVBWk9RZyNZ8WKPF,120.20,121.43,122.68,120.00,119.50,119.50,119.50,,126.00,,119.50,,133.00,,120.00,119.00,,,,,,
Yes,CDFS-3000-03,Carebeau Fantasy Beauty Conditioner (3000ml) - Coconut,Fantasy,Hair Conditioner,Carebeau Fantasy Beauty Conditioner (3000ml),Coconut,,,136.00,126.00,119.00,119.00,136.00,122.40,"1.ซื้อ 6 แกลอน ลดท้ายบิล 5%
2.ซื้อ 18 แกลอน ลดท้ายบิล 10%
(ซื้อรวมกันให้ครบตามจำนวนโหลได้)
ขั้นต่ำต่อสูตร 6 ชิ้นขึ้นไป",10.00,3305.90.00,ครีมนวดผม,3.00,19.220,30x33.4x33.5,30.00,33.40,33.50,0.034,6,983,"1,352",,,,https://www.carebeau-enjoy.com/menu-items/carebeau-fantasy-beauty-conditioner,https://lh3.googleusercontent.com/d/1-K-Ne9SAYG6MtAh42r0lxNZ7XPxSkwXD,120.20,121.43,122.68,120.00,119.50,119.50,119.50,,126.00,,119.50,,133.00,,120.00,119.00,,,,,,
Yes,SCFS-500-01,Carebeau Fantasy Hair Straightener Cream (500g + 500g) - H1 Strong Hair,Fantasy,Hair Straightener,Carebeau Fantasy Hair Straightener Cream (500g + 500g),H1 Strong Hair,68,,230.00,210.00,210.00,210.00,230.00,207.00,"รายการซื้อในบิลเดียว
ซื้อ 2 โหล ลดท้ายบิล 6%
ซื้อ 4 โหล ลดท้ายบิล 8%
ซื้อ 6 โหล ลดท้ายบิล 10%
รายการสะสม 3 เดือน เริ่ม 1/10/67 - 31/12/67
1.ซื้อ 25,000 บ.ได้รับดูปองส่วนลด 1,500 บ.
2.ซื้อ 35,000 บ.ได้รับดูปองส่วนลด 3,000 บ.
3.ซื้อ 50,000 บ.ได้รับดูปองส่วนลด 5,000 บ.",10.00,3305.90.00,ครีมยืดผม,1.00,13.870,26x52x25.3,26.00,52.00,25.30,0.034,12,964,"1,754",,,,https://www.carebeau-enjoy.com/menu-items/carebeau-fantasy-hair-straightener-cream,https://lh3.googleusercontent.com/d/1CjGYNT5wG3VBk7E_46jKM-3cGGX0LdEX,x,x,x,220.00,215.00,215.00,215.00,,210.00,,215.00,,221.00,,220.00,220.00,,,,,,
Yes,SCFS-500-02,Carebeau Fantasy Hair Straightener Cream (500g + 500g) - H2 Weak Hair,Fantasy,Hair Straightener,Carebeau Fantasy Hair Straightener Cream (500g + 500g),H2 Weak Hair,,,230.00,210.00,210.00,210.00,230.00,207.00,"รายการซื้อในบิลเดียว
ซื้อ 2 โหล ลดท้ายบิล 6%
ซื้อ 4 โหล ลดท้ายบิล 8%
ซื้อ 6 โหล ลดท้ายบิล 10%
รายการสะสม 3 เดือน เริ่ม 1/10/67 - 31/12/67
1.ซื้อ 25,000 บ.ได้รับดูปองส่วนลด 1,500 บ.
2.ซื้อ 35,000 บ.ได้รับดูปองส่วนลด 3,000 บ.
3.ซื้อ 50,000 บ.ได้รับดูปองส่วนลด 5,000 บ.",10.00,3305.90.00,ครีมยืดผม,1.00,13.870,26x52x25.3,26.00,52.00,25.30,0.034,12,964,"1,754",,,,https://www.carebeau-enjoy.com/menu-items/carebeau-fantasy-hair-straightener-cream,https://lh3.googleusercontent.com/d/1v24oyz9D86EYDifmJ6PcFv8hoSOhgIeO,x,x,x,220.00,215.00,215.00,215.00,,210.00,,215.00,,221.00,,220.00,220.00,,,,,,
Yes,SCFS-250-01,Carebeau Fantasy Hair Straightener Cream (250g + 250g) - H1 Strong Hair,Fantasy,Hair Straightener,Carebeau Fantasy Hair Straightener Cream (250g + 250g),H1 Strong Hair,,,119.00,119.00,119.00,108.00,119.00,107.40,"รายการซื้อในบิลเดียว
ซื้อ 2 โหล ลดท้ายบิล 6%
ซื้อ 4 โหล ลดท้ายบิล 8%
ซื้อ 6 โหล ลดท้ายบิล 10%
รายการสะสม 3 เดือน เริ่ม 1/10/67 - 31/12/67
1.ซื้อ 25,000 บ.ได้รับดูปองส่วนลด 1,500 บ.
2.ซื้อ 35,000 บ.ได้รับดูปองส่วนลด 3,000 บ.
3.ซื้อ 50,000 บ.ได้รับดูปองส่วนลด 5,000 บ.",10.00,3305.90.00,ครีมยืดผม,0.50,7.604,26.3x48.8x22.4,26.30,48.80,22.40,0.029,12,"1,147","2,087",,,,https://www.carebeau-enjoy.com/menu-items/carebeau-fantasy-hair-straightener-cream,https://lh3.googleusercontent.com/d/19bQvZWZtEnE0kqOVRqfp1llxV6h7MM6O,109.09,110.20,111.34,108.00,107.10,107.10,107.10,,119.00,,107.10,,125.00,,108.00,108.00,,,,,,
Yes,SCFS-250-02,Carebeau Fantasy Hair Straightener Cream (250g + 250g) - H2 Weak Hair,Fantasy,Hair Straightener,Carebeau Fantasy Hair Straightener Cream (250g + 250g),H2 Weak Hair,,,119.00,119.00,119.00,108.00,119.00,107.10,"รายการซื้อในบิลเดียว
ซื้อ 2 โหล ลดท้ายบิล 6%
ซื้อ 4 โหล ลดท้ายบิล 8%
ซื้อ 6 โหล ลดท้ายบิล 10%
รายการสะสม 3 เดือน เริ่ม 1/10/67 - 31/12/67
1.ซื้อ 25,000 บ.ได้รับดูปองส่วนลด 1,500 บ.
2.ซื้อ 35,000 บ.ได้รับดูปองส่วนลด 3,000 บ.
3.ซื้อ 50,000 บ.ได้รับดูปองส่วนลด 5,000 บ.",10.00,3305.90.00,ครีมยืดผม,0.50,7.604,26.3x48.8x22.4,26.30,48.80,22.40,0.029,12,"1,147","2,087",,,,https://www.carebeau-enjoy.com/menu-items/carebeau-fantasy-hair-straightener-cream,https://lh3.googleusercontent.com/d/1CjGYNT5wG3VBk7E_46jKM-3cGGX0LdEX,109.09,110.20,111.34,108.00,107.10,107.10,107.10,,119.00,,107.10,,125.00,,108.00,108.00,,,,,,
Yes,SCCB-170-01,Carebeau Hair Straightener Cream (170g + 170g) - C1 Strong Hair,Carebeau,Hair Straightener,Carebeau Hair Straightener Cream (170g + 170g),C1 Strong Hair,,,,90.00,90.00,90.00,,,,,3305.90.00,ครีมยืดผม,0.34,5.108,22x31.5x24,22.00,31.50,24.00,0.017,12,"1,984","3,607",,,,,,,,,,,,,,90.00,,,,,,,,,,,,,
Yes,SCCB-170-02,Carebeau Hair Straightener Cream (170g + 170g) - C2 Damage Hair,Carebeau,Hair Straightener,Carebeau Hair Straightener Cream (170g + 170g),C2 Damage Hair,,,,90.00,90.00,90.00,,,,,3305.90.00,ครีมยืดผม,0.34,5.108,22x31.5x24,22.00,31.50,24.00,0.017,12,"1,984","3,607",,,,,,,,,,,,,,90.00,,,,,,,,,,,,,
No,,Carebeau Fantasy Anti-Bac Shampoo (1000g),Fantasy,Hair Shampoo,Carebeau Fantasy Anti-Bac Shampoo (1000g),,,,44.00,38.00,,36.00,44.00,44.00,"รายการสั่งซื้อในบิลเดียว
(รวมแชมพูครีมนวดได่)
1.ซื้อ 6 โหล ลดท้ายบิล 3%
2.ซื้อ 12 โหล ลดท้ายบิล 5%
พิเศษ ลดเพิ่ม ซื้อในบิลเดียว
1.ซื้อ 18 โหลลด5% ลดท้ายเพิ่มอีก 3%
2.ซื้อ 24 โหลลด5% ลดท้ายเพิ่มอีก 5%",,3305.90.00,ครีมยืดผม,1.00,13.770,31.5x40.3x23.8,31.50,40.30,23.80,0.030,12,"1,092","1,888",,,,,https://lh3.googleusercontent.com/d/,36.36,36.73,37.11,38.00,37.50,37.50,37.50,,38.00,,37.50,,40.00,,38.00,38.00,,,,,,
Yes,SPFS-3000-03,Carebeau Fantasy Anti-Bac Shampoo (3000g),Fantasy,Hair Shampoo,Carebeau Fantasy Anti-Bac Shampoo (3000g),,,,120.00,103.00,103.00,102.00,120.00,120.00,"1.ซื้อ 6 แกลอน ลดท้ายบิล 5%
2.ซื้อ 18 แกลอน ลดท้ายบิล 10%
(ซื้อรวมกันให้ครบตามจำนวนโหลได้)
ขั้นต่ำต่อสูตร 6 ชิ้นขึ้นไป",10.00,3305.90.00,ครีมยืดผม,3.00,19.220,30x42.5x32,30.00,42.50,32.00,0.041,6,808,"1,352",,,,,https://lh3.googleusercontent.com/d/,x,x,x,103.00,102.50,102.50,102.50,,103.00,,102.50,,109.00,,103.00,103.00,,,,,,
Yes,SWCB-600-18,Carebeau Anti-Bacteria Shower Cream (600g),Carebeau,Shower Gel,Carebeau Anti-Bacteria Shower Cream (600g),,42,42,,99.00,99.00,99.00,,,,,3305.90.00,แชมพู,0.60,8.800,22x40.3x26.1,22.00,40.30,26.10,0.023,12,"1,426","2,592",,,,,https://lh3.googleusercontent.com/d/1MS3VkTfZCFH8Y16V7hiXLW8HWoVBelai,x,x,x,99.00,,,99.00,,99.00,,99.00,,104.00,,99.00,99.00,,,,,,
No,,Carebeau Anti-Bacteria Liquid Hand Soap (300g),Carebeau,Shower Gel,Carebeau Anti-Bacteria Liquid Hand Soap (300g),,29,29,,55.00,,55.00,,,,,3305.90.00,แชมพู,0.30,4.400,20.5x27x20,20.50,27.00,20.00,0.011,12,"2,981","5,420",,,,,https://lh3.googleusercontent.com/d/,x,x,x,55.00,,,55.00,,55.00,,55.00,,58.00,,,55.00,,,,,,
